"Data Source","World Development Indicators",

"Last Updated Date","2019-12-20",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Marshall Islands","MHL","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","9.1","9.1","9.1","9.1","9.09",
"Middle income","MIC","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.3072238036414","","","","","","","9.01554094048011","11.9504268735004","12.2732716650438","12.1262115173569","12.3454190186713","13.5640441418689","13.5327095732876","14.3020983900713","14.4654458828625","15.0864145524174","16.0445941394409","16.5536126753842","17.4961178737604","17.7085446527012","17.9099491343506","19.2415551336081","20.3227571013406","20.9656973739841","21.4103965092013","21.8102355734113","22.2657368707977","22.6776456760544","23.1200609146286",
"North Macedonia","MKD","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.3","3.3","7.5","6.7","6.7","17.5","18.3","19.2","19.2","28.3","29.2","31.7","32.5","32.5","30.9","32.5","34.1","33.3","33.3","33.3","34.2","38.3","39.17",
"Mali","MLI","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.2","12.2","12.2","12.2","12.2","10.2","10.2","10.2","10.2","10.2","10.2","10.2","10.2","10.2","10.2","10.2","10.2","9.5","8.8","8.8","8.8","8.8","9.52",
"Malta","MLT","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.9","","","","","","","5.8","5.8","9.2","9.2","9.2","9.2","7.7","9.2","9.2","9.2","9.2","8.7","8.7","8.7","8.7","8.7","14.3","14.3","12.9","12.9","11.9","11.9","14.93",
"Myanmar","MMR","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.3","3.5","6","6","5.6","12.7","9.9","10.2","10.2","11.32",
"Middle East & North Africa (excluding high income)","MNA","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.74907369287773","","","","","","","3.92373693379791","3.50627347858753","3.88679597165237","3.8739741219963","3.98198298187199","5.67887168141593","6.00846030473135","6.96853258696521","6.40873965041398","8.63830445544555","8.8522896039604","8.77397769516729","9.09990822881615","10.9838500147623","10.5150602409639","14.1653480527446","16.4158426560808","16.7501085383502","16.9021353601158","17.5585873830365","16.5819741197713","16.9671480144404","17.1340597014925",
"Montenegro","MNE","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.6","11.1","11.1","11.1","11.1","12.3","17.3","16","17.3","17.3","23.5","23.5","23.5","23.46",
"Mongolia","MNG","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.9","","","","","","","7.9","7.9","7.9","10.5","10.5","10.5","10.5","6.8","6.7","6.6","6.6","4.2","3.9","3.9","3.9","14.9","14.9","14.9","14.5","17.1","17.1","17.1","17.11",
"Northern Mariana Islands","MNP","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.7","","","","","","","25.2","25.2","","30","30","30","30","34.8","34.8","34.8","34.8","34.8","39.2","39.2","39.2","39.2","39.2","","39.6","39.6","39.6","39.6","39.6",
"Mauritania","MRT","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.3","3.8","3.8","3.8","","","3.7","3.7","","17.9","22.1","22.1","22.1","22.1","22.1","22.1","22.1","25.2","25.2","25.2","25.2","20.3","20.26",
"Mauritius","MUS","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.1","","","","","","","7.6","7.6","7.6","5.7","5.7","5.7","5.7","5.7","17.1","17.1","17.1","17.1","17.1","18.8","18.8","18.8","18.8","18.8","11.6","11.6","11.6","11.6","11.59",
"Malawi","MWI","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.8","","","","","","","5.6","5.6","8.3","9.3","9.3","9.3","9.3","14","13.6","13.6","13","13","20.8","20.8","22.3","22.3","22.3","16.7","16.7","16.7","16.7","16.7","22.92",
"Malaysia","MYS","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.1","","","","","","","7.8","7.8","","10.4","10.4","10.4","10.5","9.1","9.1","9.1","10","10.8","9.9","9.9","10.4","10.4","10.4","10.4","10.4","10.4","10.4","13.9","14.41",
"North America","NAC","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.28365122615804","","","","","","","15.3398097826087","15.3398097826087","16.2854619565217","","16.6991847826087","16.5809782608696","16.8764945652174","17.4701211305518","17.6457604306864","18.1654104979812","18.6547297297297","19.114131897712","18.9970390309556","18.9970390309556","20.1144399460189","20.7811320754717","20.734100135318","21.699730458221","22.2896373056995","22.2971428571429","22.409765625","22.8598692810458","25.000390625",
"Namibia","NAM","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.9","","","","","","","22.2","22.2","22.2","25","25","25","26.4","25","26.9","26.9","26.9","26.9","26.9","24.4","24.4","24.4","24.4","","41.3","41.3","41.3","46.2","46.15",
"New Caledonia","NCL","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.4","","","","","","","1.2","1.2","","1.2","1.2","1.2","1.2","12.4","12.4","12.4","12.4","12.4","9.7","","13.3","13.3","13.3","13.3","13.3","14.6","17","17","16.96",
"Nigeria","NGA","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.4","3.4","3.4","4.9","4.7","6.4","6.1","7","7","7","7","6.8","6.7","6.7","6.7","5.6","5.6","5.6","5.6","3.38",
"Nicaragua","NIC","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.8","","","","","","","10.8","10.8","9.7","9.7","","20.7","20.7","20.7","20.7","15.2","18.5","18.5","20.7","20.7","40.2","40.2","40.2","42.4","41.3","41.3","45.7","45.7","44.57",
"Netherlands","NLD","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.3","","","","","","","31.3","36","36","36","36","34","36.7","36.7","36.7","36.7","39.3","41.3","42","40.7","40.7","38.7","38.7","38.7","37.3","37.3","36","36","31.33",
"Norway","NOR","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.8","","","","","","","36.4","36.4","36.4","36.4","35.8","36.4","36.4","38.2","37.9","37.9","36.1","36.1","39.6","39.6","39.6","39.6","39.6","39.6","39.6","39.6","39.6","41.4","40.83",
"Nepal","NPL","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.1","","","","","","","3.4","3.4","5.9","5.9","5.9","5.9","5.9","5.9","5.9","5.9","17.3","33.2","33.2","33.2","33.2","33.2","33.2","29.5","29.5","29.6","29.6","32.7","32.73",
"Nauru","NRU","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.6","","","","","","","","0","0","","0","0","","0","0","0","0","0","0","0","0","0","5.3","5.3","5.3","5.3","10.5","10.5","10.53",
"New Zealand","NZL","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.4","","","","","","","29.2","29.2","29.2","30.8","30.8","29.2","28.3","28.3","32.2","32.2","33.1","33.6","33.6","33.6","32.2","32.2","32.2","29.8","31.4","31.4","34.2","38.3","40.83",
"OECD members","OED","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.1140762812872","","","","","","","16.0680536107221","16.3182336467293","17.3645601875446","18.1497316244934","17.8159896103896","19.2732255951081","19.5500506277845","20.144295578687","20.7714602886265","21.2199012494962","22.3840354767184","22.5413198992443","23.255033219247","23.2613101227611","24.0781378963261","25.172038248616","26.1761239062657","26.867349866776","27.959368291935","28.0929506854921","29.0524101934295","29.715587820125","30.7469182706843",
"Oman","OMN","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.4","2.4","2.4","0","0","0","0","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.18",
"Other small states","OSS","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.92045293701345","8.43621151271754","9.73586261980831","10.6399312714777","10.9186941580756","11.6929758308157","13.3084590163934","13.747197640118","14.6495585638611","13.7136563876652","14.8321249302844","15.2742182890855","15.243048283886","15.6033178114086","16.0997674418605","17.0955659276546","17.0870816206694","17.4289457647776","18.6196449026346","18.7921822272216","19.0819250139899","19.5439200444198","20.2418371837184",
"Pakistan","PAK","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.1","","","","","","","2.3","2.3","","","","21.1","21.6","21.3","21.3","21.3","21.1","22.5","22.2","22.2","22.5","22.5","20.7","20.7","20.6","20.6","20.6","20.6","20.23",
"Panama","PAN","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.5","","","","","","","9.7","9.7","","9.9","9.9","9.9","9.9","16.7","16.7","16.7","16.7","16.7","8.5","8.5","8.5","8.5","8.5","19.3","18.3","18.3","18.3","18.3","21.13",
"Peru","PER","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.6","","","","","","","10.8","10.8","10.8","","17.5","17.5","17.5","18.3","18.3","29.2","29.2","29.2","27.5","27.5","21.5","21.5","21.5","22.3","22.3","27.7","27.7","27.7","30",
"Philippines","PHL","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.1","","","","","","","11.1","12.4","12.4","11.3","17.8","17.8","17.8","15.3","15.3","15.3","20.5","20.5","21","22.1","22.9","22.9","27.1","27.3","27.2","29.8","29.5","29.5","27.96",
"Palau","PLW","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12.5","12.5","12.5",
"Papua New Guinea","PNG","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","1.8","1.8","1.8","1.8","1.8","","0.9","0.9","0.9","0.9","0.9","0.9","0.9","0.9","0.9","2.7","2.7","2.7","2.7","2.7","0","0","0",
"Poland","POL","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.5","","","","","","","13","13","13","13","20.2","20.2","20.2","20.2","20.4","20.4","20.4","20.2","20","20","23.7","23.7","23.7","24.3","27.4","27.4","28","28","29.13",
"Pre-demographic dividend","PRE","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.0052878675562","11.2895401822701","12.552770751897","13.0963094988467","13.6854868228404","15.2873244091886","16.0964885021753","16.6776502044668","17.2252196134803","17.4248519788096","17.1960394464769","19.5363704819277","20.1549098196393","21.036511329628","20.8922083704363","21.8424122310306","21.833139219935","22.535427270292","22.2535408872261","21.9550779036827",
"Puerto Rico","PRI","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Dem. People’s Rep.","PRK","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.1","","","","","","","20.1","20.1","20.1","20.1","20.1","20.1","","20.1","20.1","20.1","20.1","20.1","15.6","15.6","15.6","15.6","15.6","16.3","16.3","16.3","16.3","16.3","17.61",
"Portugal","PRT","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.6","","","","","","","13","13","18.7","17.4","18.7","19.1","19.1","19.1","21.3","21.3","28.3","28.3","27.4","27.4","28.7","28.7","28.7","31.3","34.8","34.8","34.8","34.8","35.65",
"Paraguay","PRY","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.6","","","","","","","2.5","","2.5","2.5","2.5","2.5","8.8","10","10","10","10","12.5","12.5","12.5","12.5","12.5","17.5","15","15","15","13.8","15","15",
"West Bank and Gaza","PSE","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Pacific island small states","PSS","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5926724137931","2.09024390243902","4.66770186335404","","2.94542772861357","3.18982558139535","2.72249240121581","3.59128205128205","3.85398457583547","","","","","","","","","4.86297297297297","5.6772972972973","5.93126684636119","7.00296495956873","7.5244623655914","8.0430563002681",
"Post-demographic dividend","PST","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.4566054808687","","","","","","","16.8846775932715","17.9427569035763","18.2356191524491","19.4172034098982","18.954711782211","20.1270083102493","20.7312663185379","21.6769900903844","22.0474121405751","22.787920391656","23.6607123870282","24.3230646702772","24.7404582581946","24.8631216201887","25.3152044293015","25.9402341671102","27.339058524173","28.1320104098894","28.5787059078122","28.5858147587102","29.7310072487288","30.3028169014085","31.6966938863221",
"French Polynesia","PYF","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","9.8","9.76",
"Romania","ROU","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.4","","","","","","","7.3","7.3","7.3","","10.7","10.7","10.7","11.4","11.2","11.2","9.4","11.4","11.4","11.4","11.2","13.3","13.3","13.5","13.7","13.7","20.7","20.7","20.67",
"Russian Federation","RUS","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.6","","","","","","","10.2","10.2","","7.7","7.6","7.6","7.6","9.8","9.8","9.8","14","14","14","14","13.6","13.6","13.6","13.6","13.6","12.7","15.8","15.8","15.78",
"Rwanda","RWA","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.1","","","","","","","17.1","17.1","17.1","25.7","25.7","25.7","48.8","48.8","48.8","48.8","48.8","56.3","56.3","56.3","56.3","56.3","63.8","63.8","63.8","63.8","61.3","61.3","61.25",
"South Asia","SAS","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.33653741125068","","","","","","","5.76627906976744","6.04906868451688","7.00549828178694","8.44683346364347","8.10432489451477","9.08490358126722","9.17911845730028","9.02611324903793","13.2774774774775","12.8561137440758","14.2865353911655","18.4624732563115","20.057301980198","20.0519801980198","20.3409221902017","20.3409221902017","20.0417012448133","19.2310715763343","19.3155455291222","19.4064502875924","19.408096999589","18.2569662387066","18.9563933649289",
"Saudi Arabia","SAU","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","19.9","19.9","19.9","19.9","19.9","19.9","19.87",
"Sudan","SDN","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.3","5.3","","","9.7","9.7","9.7","9.7","14.7","17.8","18.1","18.1","18.9","25.6","24.6","24.6","24.6","24.3","30.5","30.5","30.5","30.5","",
"Senegal","SEN","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.5","","","","","","","11.7","12.1","12.1","12.1","16.7","19.2","19.2","19.2","19.2","19.2","22","22","22.7","22.7","22.7","42.7","42.7","43.3","42.7","42.7","41.8","41.8","41.82",
"Singapore","SGP","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.9","","","","","","","4.8","4.8","4.3","4.3","11.8","11.8","16","16","16","21.2","24.5","24.5","23.4","23.4","22.2","24.2","24.2","25.3","23.9","23.8","23","23","23",
"Solomon Islands","SLB","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","2","2","2","","0","0","0","0","0","0","0","0","0","0","2","2","2","2","2","2","4","4.08",
"Sierra Leone","SLE","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.8","8.8","8.8","","14.5","14.5","14.5","14.5","13.2","13.2","13.2","13.2","12.9","12.4","12.4","12.1","12.4","12.4","12.4","12.3","12.33",
"El Salvador","SLV","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.7","","","","","","","15.5","16.7","16.7","9.5","9.5","9.5","10.7","10.7","10.7","16.7","16.7","16.7","19","19","19","26.2","26.2","27.4","32.1","32.1","32.1","31","30.95",
"San Marino","SMR","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.7","","","","","","","11.7","13.3","13.3","13.3","16.7","16.7","16.7","16.7","16.7","11.7","11.7","15","16.7","16.7","18.3","16.7","18.3","18.3","16.7","16.7","26.7","26.7","25",
"Somalia","SOM","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","","","","","","","","","","","","","","","8","7.8","8.2","8.2","6.9","6.8","6.8","13.8","13.8","13.8","13.8","13.8","24.4","24.4","24.36",
"Serbia","SRB","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12","20.4","21.6","21.6","21.6","22","33.2","33.2","34","34","34","34.4","34.4","37.65",
"Sub-Saharan Africa (excluding high income)","SSA","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.1071961158315","10.8519041142469","","11.5090581017683","12.2262867647059","13.3732499154549","13.6385951774749","14.67142107335","16.181270127528","16.58526155021","17.2816574868708","17.7777963701892","18.4469830850795","18.724529517917","20.4542945163278","21.2951367781155","22.1711390635919","22.0223396501458","23.5664742553683","23.5048557745851","24.2397393417274","24.0147010241163","23.9975979714154",
"South Sudan","SSD","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.5","26.5","26.5","26.5","26.5","28.5","28.5","28.5","28.46",
"Sub-Saharan Africa","SSF","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.2050172413793","10.9245943204868","","11.5821736011478","12.2846997866504","13.464862138534","13.7184473252868","14.7368386675376","16.238912402206","16.6404764922063","17.3086213493177","17.8027297193387","18.4685771744595","18.7453670431211","20.5459923898367","21.3823543659925","22.2514504525412","22.1066674733785","23.6409477800782","23.4964158899245","24.2287003411467","24.0045095457538","23.9870352508899",
"Small states","SST","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.63137948458818","","","","","","","8.66917330677291","8.15556079170594","9.54479431183342","9.88951965065502","10.335119047619","10.998998998999","12.2818539571491","12.8743345252284","13.5284920634921","12.9956809338521","13.9114542611415","14.0648824006488","14.0307599517491","13.8950865888039","14.3802732020892","15.1227822580645","15.3046558704453","15.4855338223309","16.9444574551132","17.2318304431599","17.7362763915547","18.2454961832061","18.8776838514026",
"Sao Tome and Principe","STP","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.8","","","","","","","7.3","7.3","9.1","9.1","9.1","","9.1","9.1","9.1","7.3","1.8","7.3","7.3","18.2","18.2","18.2","18.2","18.2","18.2","18.2","18.2","18.2","14.55",
"Suriname","SUR","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.8","","","","","","","15.7","15.7","15.7","","17.6","17.6","17.6","19.6","25.5","25.5","25.5","25.5","25.5","9.8","11.8","11.8","11.8","11.8","25.5","25.5","25.5","25.5","29.41",
"Slovak Republic","SVK","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.7","14.7","12.7","14","14","17.3","19.3","16.7","16.7","20","19.3","19.3","18","15.3","16","18.7","18.7","18.7","18.7","20","20","20","20",
"Slovenia","SVN","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.8","7.8","7.8","","12.2","12.2","12.2","12.2","12.2","12.2","12.2","13.3","14.4","14.4","32.2","32.2","32.2","35.6","36.7","36.7","36.7","24.4","27.78",
"Sweden","SWE","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.4","","","","","","","40.4","40.4","42.7","42.7","42.7","45","45.3","45.3","45.3","47.3","47","47","46.4","45","44.7","44.7","44.7","44.7","43.6","43.6","43.6","46.1","47.28",
"Eswatini","SWZ","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.6","","","","","","","3.1","3.1","3.1","3.1","3.1","3.1","10.8","10.8","10.8","10.8","10.8","13.8","13.6","13.6","13.6","13.6","6.2","6.2","6.2","6.2","6.2","7.2","7.25",
"Sint Maarten (Dutch part)","SXM","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16","","","","","","","27.3","23.5","23.5","23.5","23.5","29.4","29.4","29.4","29.4","29.4","23.5","23.5","23.5","23.5","43.8","43.8","43.8","43.8","43.8","21.2","21.2","21.2","21.21",
"Syrian Arab Republic","SYR","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.2","","","","","","","9.6","9.6","10.4","10.4","10.4","10.4","12","12","12","12","12","12.4","12.4","12.4","12.4","12","12","12","12.4","13.2","13.2","13.2","13.2",
"Turks and Caicos Islands","TCA","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.4","2.4","2.4","2.4","2.4","","5.8","6.5","6.5","6.5","5.2","5.2","5.2","5.2","12.8","14.9","14.9","14.9","14.9","14.9","12.8","15.3","14.88",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.752637302882","","","","","","","","17.1546846182221","18.2363331235578","16.9322949308756","17.2148048693162","17.7540072202166","16.7943376441804","16.7327275844334","16.8868936170213","17.2687072380266","17.6628998609179","17.9640830449827","18.7864832330181","18.084417696812","18.0713601532567","18.4188095238095","19.6223594615994","19.279626569729","20.0517817936159","20.1601124524558","20.4731409727947","21.0434732886783","21.1647375820056",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.18260978043912","7.69504921829763","","8.61949345475242","10.7624183796856","12.8290979631426","10.6385040160643","12.416089046294","12.3429782988276","12.7949838932352","14.8126279863481","15.1027908067542","15.8200408533818","15.8783735075467","16.8862939585212","18.2262983425414","18.4308423612646","18.8653093012906","18.8874832962138","19.3543021914648","21.0557175398633","21.4471383506084","22.9440883479829",
